kBirks_min = 0.0001
nH_min = 0.0001
nEH_min = 0.001
dEdxO_min = 0.0001
kBirks_max = 10
nH_max = 10
nEH_max = 10
dEdxO_max = 10
kBirks_step = 0.99999
nH_step = 0.99999
nEH_step = 0.9999
dEdxO_step = 0.99999


#	kBirks	nH	nEH	dEdxO
0	0.0001	0.0001	0.001	0.0001
1	0.0001	0.0001	0.001	1.00009
2	0.0001	0.0001	0.001	2.00008
3	0.0001	0.0001	0.001	3.00007
4	0.0001	0.0001	0.001	4.00006
5	0.0001	0.0001	0.001	5.00005
6	0.0001	0.0001	0.001	6.00004
7	0.0001	0.0001	0.001	7.00003
8	0.0001	0.0001	0.001	8.00002
9	0.0001	0.0001	0.001	9.00001
10	0.0001	0.0001	1.0009	0.0001
11	0.0001	0.0001	1.0009	1.00009
12	0.0001	0.0001	1.0009	2.00008
13	0.0001	0.0001	1.0009	3.00007
14	0.0001	0.0001	1.0009	4.00006
15	0.0001	0.0001	1.0009	5.00005
16	0.0001	0.0001	1.0009	6.00004
17	0.0001	0.0001	1.0009	7.00003
18	0.0001	0.0001	1.0009	8.00002
19	0.0001	0.0001	1.0009	9.00001
20	0.0001	0.0001	2.0008	0.0001
21	0.0001	0.0001	2.0008	1.00009
22	0.0001	0.0001	2.0008	2.00008
23	0.0001	0.0001	2.0008	3.00007
24	0.0001	0.0001	2.0008	4.00006
25	0.0001	0.0001	2.0008	5.00005
26	0.0001	0.0001	2.0008	6.00004
27	0.0001	0.0001	2.0008	7.00003
28	0.0001	0.0001	2.0008	8.00002
29	0.0001	0.0001	2.0008	9.00001
30	0.0001	0.0001	3.0007	0.0001
31	0.0001	0.0001	3.0007	1.00009
32	0.0001	0.0001	3.0007	2.00008
33	0.0001	0.0001	3.0007	3.00007
34	0.0001	0.0001	3.0007	4.00006
35	0.0001	0.0001	3.0007	5.00005
36	0.0001	0.0001	3.0007	6.00004
37	0.0001	0.0001	3.0007	7.00003
38	0.0001	0.0001	3.0007	8.00002
39	0.0001	0.0001	3.0007	9.00001
40	0.0001	0.0001	4.0006	0.0001
41	0.0001	0.0001	4.0006	1.00009
